;;Nationalratswahl vom 01.10.2006 in Niederösterreich;;;;;;;;;;;;;;;Ant. % = Stimmenanteil in %;;;;Diff. % = Differenz zu Nationalratswahl 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;ÖVP;;;SPÖ;;;FPÖ;;;GRÜNE;;;KPÖ;;;BZÖ;;;MATIN;;;;;;;;;;;;;;;;;;;;;;;;;;
Kenn-Nr.;Bezeichnung;Wahl-berecht.;Wahl-bet. in%;ungült. Stim.;Gültige Stimmen;Stimmen;Ant. %;Diff. %;Stimmen;Ant. %;Diff. %;Stimmen;Ant. %;Diff. %;Stimmen;Ant. %;Diff. %;Stimmen;Ant. %;Diff. %;Stimmen;Ant. %;Diff. %;Stimmen;Ant. %;Diff. %;;;;;;;;;;;;;;;;;;;;;;;;
31540;St. Martin - Karlsbach                  ;1.307;86,38;28;1.101;464;42,14;-10,35;430;39,06;2,41;96;8,72;4,65;72;6,54;0,57;6;0,54;0,27;12;1,09;1,09;21;1,91;1,91;;;;;;;;;;;;;;;;;;;;;;;;
31541;St. Oswald                              ;865;84,86;11;723;420;58,09;-8,58;211;29,18;2,23;38;5,26;2,28;34;4,70;1,58;4;0,55;0,55;5;0,69;0,69;11;1,52;1,52;;;;;;;;;;;;;;;;;;;;;;;;
31542;Schönbühel - Aggsbach                   ;830;82,53;16;669;275;41,11;-15,79;216;32,29;-0,47;80;11,96;6,64;58;8,67;5,37;0;0,00;-0,86;15;2,24;2,24;25;3,74;3,74;;;;;;;;;;;;;;;;;;;;;;;;
31543;Schollach                               ;735;86,26;4;630;303;48,10;-8,73;217;34,44;0,54;56;8,89;4,34;33;5,24;1,19;6;0,95;0,95;6;0,95;0,95;9;1,43;1,43;;;;;;;;;;;;;;;;;;;;;;;;
31546;Weiten                                  ;878;84,74;23;721;450;62,41;-3,21;194;26,91;3,04;29;4,02;-2,66;15;2,08;-0,78;2;0,28;0,01;14;1,94;1,94;17;2,36;2,36;;;;;;;;;;;;;;;;;;;;;;;;
31549;Ybbs an der Donau                       ;4.327;77,47;63;3.289;867;26,36;-7,15;1.732;52,66;-0,81;313;9,52;2,46;174;5,29;0,17;23;0,70;0,40;90;2,74;2,74;90;2,74;2,74;;;;;;;;;;;;;;;;;;;;;;;;
31550;Zelking - Matzleinsdorf                 ;948;84,70;20;783;394;50,32;-10,71;233;29,76;1,31;59;7,54;2,28;58;7,41;2,65;4;0,51;0,38;12;1,53;1,53;23;2,94;2,94;;;;;;;;;;;;;;;;;;;;;;;;
31551;Texingtal                               ;1.187;85,17;17;994;685;68,91;-10,00;133;13,38;2,78;69;6,94;2,60;58;5,84;0,39;4;0,40;0,30;20;2,01;2,01;25;2,52;2,52;;;;;;;;;;;;;;;;;;;;;;;;
31552;Yspertal                                ;1.444;86,01;36;1.206;555;46,02;-6,95;450;37,31;0,47;87;7,21;1,67;42;3,48;-0,51;1;0,08;-0,08;42;3,48;3,48;29;2,40;2,40;;;;;;;;;;;;;;;;;;;;;;;;
31553;Emmersdorf an der Donau                 ;1.351;85,49;24;1.131;507;44,83;-10,73;390;34,48;2,63;79;6,98;1,61;94;8,31;2,01;7;0,62;0,16;26;2,30;2,30;28;2,48;2,48;;;;;;;;;;;;;;;;;;;;;;;;
316;Bezirk Mistelbach                       ;57.266;84,18;1.105;47.103;21.976;46,66;-9,51;15.084;32,02;0,92;4.319;9,17;2,79;3.095;6,57;1,21;290;0,62;0,27;929;1,97;1,97;1.410;2,99;2,99;;;;;;;;;;;;;;;;;;;;;;;;
31601;Altlichtenwarth                         ;648;79,48;17;498;264;53,01;-8,90;167;33,53;2,67;35;7,03;1,95;7;1,41;-0,35;3;0,60;0,40;8;1,61;1,61;14;2,81;2,81;;;;;;;;;;;;;;;;;;;;;;;;
31603;Asparn an der Zaya                      ;1.344;83,78;17;1.109;525;47,34;-8,49;369;33,27;1,88;107;9,65;1,39;49;4,42;0,85;7;0,63;0,20;23;2,07;2,07;29;2,61;2,61;;;;;;;;;;;;;;;;;;;;;;;;
31604;Bernhardsthal                           ;1.373;85,36;20;1.152;491;42,62;-5,08;482;41,84;-1,36;78;6,77;1,07;42;3,65;0,84;4;0,35;-0,08;27;2,34;2,34;28;2,43;2,43;;;;;;;;;;;;;;;;;;;;;;;;
31605;Bockfließ                               ;1.037;83,70;13;855;350;40,94;-9,42;317;37,08;-0,15;87;10,18;3,67;57;6,67;1,61;3;0,35;0,23;15;1,75;1,75;26;3,04;3,04;;;;;;;;;;;;;;;;;;;;;;;;
31606;Drasenhofen                             ;840;87,62;16;720;482;66,94;-8,54;127;17,64;2,08;59;8,19;0,89;6;0,83;-0,27;6;0,83;0,69;26;3,61;3,61;14;1,94;1,94;;;;;;;;;;;;;;;;;;;;;;;;
31608;Falkenstein                             ;374;85,03;4;314;226;71,97;-6,53;31;9,87;-0,41;15;4,78;-0,20;23;7,32;1,71;3;0,96;0,96;10;3,18;3,18;6;1,91;1,91;;;;;;;;;;;;;;;;;;;;;;;;
31609;Fallbach                                ;654;85,78;4;557;399;71,63;-0,63;105;18,85;-0,94;16;2,87;-1,55;19;3,41;0,58;4;0,72;0,54;6;1,08;1,08;8;1,44;1,44;;;;;;;;;;;;;;;;;;;;;;;;
31611;Gaubitsch                               ;703;87,77;17;600;457;76,17;-6,30;63;10,50;0,48;30;5,00;0,33;24;4,00;1,66;0;0,00;-0,17;10;1,67;1,67;16;2,67;2,67;;;;;;;;;;;;;;;;;;;;;;;;
31612;Gaweinstal                              ;2.701;82,71;46;2.188;927;42,37;-11,62;803;36,70;2,66;225;10,28;3,32;109;4,98;0,90;11;0,50;0,04;47;2,15;2,15;66;3,02;3,02;;;;;;;;;;;;;;;;;;;;;;;;
31613;Gnadendorf                              ;944;87,08;18;804;532;66,17;-9,44;151;18,78;1,87;48;5,97;2,42;33;4,10;0,91;3;0,37;-0,12;14;1,74;1,74;23;2,86;2,86;;;;;;;;;;;;;;;;;;;;;;;;
31614;Großebersdorf                           ;1.706;86,05;29;1.439;625;43,43;-12,47;403;28,01;-1,48;197;13,69;5,51;90;6,25;1,43;8;0,56;0,00;44;3,06;3,06;72;5,00;5,00;;;;;;;;;;;;;;;;;;;;;;;;
31615;Groß-Engersdorf                         ;1.062;87,95;11;923;349;37,81;-8,31;386;41,82;-0,10;100;10,83;5,23;54;5,85;0,35;8;0,87;0,44;13;1,41;1,41;13;1,41;1,41;;;;;;;;;;;;;;;;;;;;;;;;
31616;Großharras                              ;950;86,63;11;812;458;56,40;-5,52;229;28,20;2,65;53;6,53;-1,95;36;4,43;0,99;4;0,49;0,24;18;2,22;2,22;14;1,72;1,72;;;;;;;;;;;;;;;;;;;;;;;;
31617;Großkrut                                ;1.293;85,07;31;1.069;537;50,23;-7,80;324;30,31;1,21;119;11,13;3,59;37;3,46;-0,36;2;0,19;0,01;17;1,59;1,59;33;3,09;3,09;;;;;;;;;;;;;;;;;;;;;;;;
31620;Hausbrunn                               ;722;83,24;9;592;179;30,24;-6,27;328;55,41;-1,99;47;7,94;3,83;10;1,69;0,70;5;0,84;0,18;8;1,35;1,35;15;2,53;2,53;;;;;;;;;;;;;;;;;;;;;;;;
31621;Herrnbaumgarten                         ;778;84,83;7;653;360;55,13;-12,98;143;21,90;1,93;79;12,10;4,21;30;4,59;1,18;3;0,46;0,15;20;3,06;3,06;18;2,76;2,76;;;;;;;;;;;;;;;;;;;;;;;;
31622;Hochleithen                             ;864;86,11;26;718;286;39,83;-11,17;277;38,58;3,69;77;10,72;3,66;44;6,13;-0,39;7;0,97;0,84;11;1,53;1,53;16;2,23;2,23;;;;;;;;;;;;;;;;;;;;;;;;
31627;Kreuttal                                ;1.084;86,16;27;907;358;39,47;-8,10;327;36,05;-1,92;78;8,60;3,52;81;8,93;0,91;10;1,10;0,42;22;2,43;2,43;31;3,42;3,42;;;;;;;;;;;;;;;;;;;;;;;;
31628;Kreuzstetten                            ;1.185;83,63;19;972;408;41,98;-7,82;336;34,57;-0,23;90;9,26;2,89;76;7,82;0,07;9;0,93;0,54;19;1,95;1,95;34;3,50;3,50;;;;;;;;;;;;;;;;;;;;;;;;
31629;Laa an der Thaya                        ;4.885;81,29;105;3.866;1.513;39,14;-9,63;1.602;41,44;3,04;290;7,50;1,39;264;6,83;1,22;12;0,31;-0,04;69;1,78;1,78;116;3,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;
31630;Ladendorf                               ;1.721;85,24;31;1.436;617;42,97;-8,02;450;31,34;-1,31;182;12,67;3,25;126;8,77;2,93;7;0,49;0,05;18;1,25;1,25;36;2,51;2,51;;;;;;;;;;;;;;;;;;;;;;;;
31633;Mistelbach                              ;8.485;83,25;213;6.851;2.930;42,77;-10,68;2.234;32,61;0,40;710;10,36;4,04;585;8,54;1,57;53;0,77;0,40;116;1,69;1,69;223;3,25;3,25;;;;;;;;;;;;;;;;;;;;;;;;
31634;Neudorf bei Staatz                      ;1.074;83,33;20;875;373;42,63;-11,66;324;37,03;3,66;90;10,29;3,43;45;5,14;1,25;6;0,69;-0,34;10;1,14;1,14;27;3,09;3,09;;;;;;;;;;;;;;;;;;;;;;;;
31636;Niederleis                              ;676;85,65;10;569;235;41,30;-8,98;227;39,89;-0,71;47;8,26;3,05;32;5,62;2,45;1;0,18;-0,19;8;1,41;1,41;19;3,34;3,34;;;;;;;;;;;;;;;;;;;;;;;;
31642;Pillichsdorf                            ;842;88,12;18;724;321;44,34;-12,03;204;28,18;0,76;56;7,73;2,88;94;12,98;3,01;5;0,69;0,55;17;2,35;2,35;27;3,73;3,73;;;;;;;;;;;;;;;;;;;;;;;;
31644;Poysdorf                                ;4.291;84,43;96;3.527;1.965;55,71;-9,19;886;25,12;0,67;319;9,04;2,35;138;3,91;0,90;20;0,57;0,29;73;2,07;2,07;126;3,57;3,57;;;;;;;;;;;;;;;;;;;;;;;;
31645;Rabensburg                              ;888;85,92;16;747;133;17,80;-7,87;480;64,26;-0,85;65;8,70;1,75;14;1,87;0,40;4;0,54;0,14;36;4,82;4,82;15;2,01;2,01;;;;;;;;;;;;;;;;;;;;;;;;
31646;Schrattenberg                           ;711;82,00;16;567;379;66,84;-11,87;103;18,17;2,69;41;7,23;2,55;12;2,12;1,31;6;1,06;1,06;14;2,47;2,47;12;2,12;2,12;;;;;;;;;;;;;;;;;;;;;;;;
31649;Staatz                                  ;1.635;82,26;31;1.314;681;51,83;-10,26;404;30,75;2,49;92;7,00;1,51;66;5,02;1,46;6;0,46;0,24;25;1,90;1,90;40;3,04;3,04;;;;;;;;;;;;;;;;;;;;;;;;
31650;Stronsdorf                              ;1.298;88,37;26;1.121;701;62,53;-11,38;219;19,54;2,61;95;8,47;2,10;41;3,66;1,30;3;0,27;0,10;27;2,41;2,41;35;3,12;3,12;;;;;;;;;;;;;;;;;;;;;;;;
31651;Ulrichskirchen - Schleinbach            ;1.893;84,26;32;1.563;547;35,00;-8,18;610;39,03;-0,11;154;9,85;3,23;159;10,17;0,37;14;0,90;0,30;27;1,73;1,73;52;3,33;3,33;;;;;;;;;;;;;;;;;;;;;;;;
31652;Unterstinkenbrunn                       ;445;83,60;12;360;239;66,39;-9,39;66;18,33;1,40;24;6,67;1,72;9;2,50;0,42;1;0,28;0,28;7;1,94;1,94;14;3,89;3,89;;;;;;;;;;;;;;;;;;;;;;;;
31653;Wildendürnbach                          ;1.232;85,55;27;1.027;671;65,34;-11,03;214;20,84;4,47;65;6,33;1,82;24;2,34;0,09;3;0,29;0,00;19;1,85;1,85;31;3,02;3,02;;;;;;;;;;;;;;;;;;;;;;;;
31654;Wilfersdorf                             ;1.576;81,92;25;1.266;565;44,63;-7,86;432;34,12;-1,89;130;10,27;3,81;64;5,06;1,05;8;0,63;0,48;29;2,29;2,29;38;3,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;
31655;Wolkersdorf im Weinviertel              ;4.873;83,42;76;3.989;1.582;39,66;-10,79;1.201;30,11;0,70;399;10,00;3,50;582;14,59;2,44;41;1,03;0,61;69;1,73;1,73;115;2,88;2,88;;;;;;;;;;;;;;;;;;;;;;;;
31658;Ottenthal                               ;479;89,35;9;419;311;74,22;-3,36;60;14,32;-0,93;20;4,77;0,06;13;3,10;1,31;0;0,00;0,00;7;1,67;1,67;8;1,91;1,91;;;;;;;;;;;;;;;;;;;;;;;;
317;Bezirk Mödling                          ;83.218;78,16;989;64.058;23.338;36,43;-8,65;20.468;31,95;-1,48;5.962;9,31;2,19;10.418;16,26;3,52;537;0,84;0,42;1.425;2,22;2,22;1.910;2,98;2,98;;;;;;;;;;;;;;;;;;;;;;;;
31701;Achau                                   ;904;81,19;22;712;203;28,51;-10,00;311;43,68;0,63;78;10,96;3,94;89;12,50;2,87;2;0,28;0,00;6;0,84;0,84;23;3,23;3,23;;;;;;;;;;;;;;;;;;;;;;;;
31702;Biedermannsdorf                         ;2.190;80,59;19;1.746;681;39,00;-10,32;497;28,47;-0,82;184;10,54;4,33;281;16,09;2,55;16;0,92;0,52;35;2,00;2,00;52;2,98;2,98;;;;;;;;;;;;;;;;;;;;;;;;
31703;Breitenfurt bei Wien                    ;4.380;79,57;58;3.427;1.256;36,65;-9,77;1.024;29,88;-2,78;353;10,30;3,25;581;16,95;4,47;24;0,70;0,41;76;2,22;2,22;113;3,30;3,30;;;;;;;;;;;;;;;;;;;;;;;;
31704;Brunn am Gebirge                        ;7.800;77,29;94;5.935;1.982;33,40;-9,50;2.085;35,13;-1,22;583;9,82;3,02;927;15,62;3,43;78;1,31;0,66;110;1,85;1,85;170;2,86;2,86;;;;;;;;;;;;;;;;;;;;;;;;
31706;Gaaden                                  ;1.163;80,31;15;919;415;45,16;-11,62;224;24,37;-0,50;73;7,94;2,60;152;16,54;4,80;6;0,65;0,22;20;2,18;2,18;29;3,16;3,16;;;;;;;;;;;;;;;;;;;;;;;;
31707;Gießhübl                                ;1.416;80,79;14;1.130;487;43,10;-12,76;262;23,19;0,53;87;7,70;0,90;230;20,35;7,15;9;0,80;0,41;25;2,21;2,21;30;2,65;2,65;;;;;;;;;;;;;;;;;;;;;;;;
31709;Gumpoldskirchen                         ;2.570;79,96;29;2.026;726;35,83;-7,79;637;31,44;-0,67;197;9,72;-0,48;324;15,99;3,80;18;0,89;0,45;54;2,67;2,67;70;3,46;3,46;;;;;;;;;;;;;;;;;;;;;;;;
31710;Guntramsdorf                            ;6.360;79,94;87;4.997;1.311;26,24;-8,39;2.217;44,37;-2,45;557;11,15;3,14;582;11,65;3,06;46;0,92;0,53;109;2,18;2,18;175;3,50;3,50;;;;;;;;;;;;;;;;;;;;;;;;
31711;Hennersdorf                             ;1.134;85,54;19;951;264;27,76;-9,27;442;46,48;-0,21;81;8,52;3,74;114;11,99;2,43;6;0,63;-0,08;16;1,68;1,68;28;2,94;2,94;;;;;;;;;;;;;;;;;;;;;;;;
31712;Hinterbrühl                             ;2.930;77,51;24;2.247;1.110;49,40;-7,45;454;20,20;-1,15;144;6,41;0,50;426;18,96;5,02;11;0,49;-0,01;51;2,27;2,27;51;2,27;2,27;;;;;;;;;;;;;;;;;;;;;;;;
31713;Kaltenleutgeben                         ;2.349;81,69;29;1.890;586;31,01;-8,43;741;39,21;-1,28;202;10,69;3,84;259;13,70;2,33;12;0,63;0,21;32;1,69;1,69;58;3,07;3,07;;;;;;;;;;;;;;;;;;;;;;;;
31714;Laab im Walde                           ;870;83,56;17;710;301;42,39;-6,99;176;24,79;-2,24;49;6,90;1,80;147;20,70;3,32;6;0,85;0,57;13;1,83;1,83;18;2,54;2,54;;;;;;;;;;;;;;;;;;;;;;;;
31715;Laxenburg                               ;2.002;80,12;22;1.582;723;45,70;-7,20;392;24,78;-3,40;139;8,79;3,35;247;15,61;3,50;7;0,44;0,25;35;2,21;2,21;39;2,47;2,47;;;;;;;;;;;;;;;;;;;;;;;;
31716;Maria Enzersdorf                        ;6.339;77,13;46;4.843;2.368;48,90;-9,08;880;18,17;-1,66;372;7,68;1,06;950;19,62;5,15;35;0,72;0,52;102;2,11;2,11;136;2,81;2,81;;;;;;;;;;;;;;;;;;;;;;;;
31717;Mödling                                 ;15.094;74,65;199;11.069;4.084;36,90;-7,83;3.204;28,95;-2,56;885;8,00;1,35;2.196;19,84;4,35;111;1,00;0,61;277;2,50;2,50;312;2,82;2,82;;;;;;;;;;;;;;;;;;;;;;;;
31718;Münchendorf                             ;1.762;80,87;17;1.408;436;30,97;-9,41;590;41,90;0,32;153;10,87;3,47;142;10,09;0,29;7;0,50;0,36;45;3,20;3,20;35;2,49;2,49;;;;;;;;;;;;;;;;;;;;;;;;
31719;Perchtoldsdorf                          ;11.166;79,13;136;8.700;3.804;43,72;-7,27;2.115;24,31;-1,51;756;8,69;1,06;1.527;17,55;3,73;63;0,72;0,24;173;1,99;1,99;262;3,01;3,01;;;;;;;;;;;;;;;;;;;;;;;;
31723;Vösendorf                               ;4.135;75,43;51;3.068;681;22,20;-7,87;1.429;46,58;-4,29;420;13,69;4,74;305;9,94;1,70;24;0,78;0,17;97;3,16;3,16;112;3,65;3,65;;;;;;;;;;;;;;;;;;;;;;;;
31725;Wiener Neudorf                          ;6.814;77,38;66;5.207;1.266;24,31;-10,37;2.346;45,05;1,86;535;10,27;2,43;734;14,10;1,56;43;0,83;0,46;113;2,17;2,17;170;3,26;3,26;;;;;;;;;;;;;;;;;;;;;;;;
31726;Wienerwald                              ;1.840;82,39;25;1.491;654;43,86;-7,73;442;29,64;-1,08;114;7,65;1,69;205;13,75;3,19;13;0,87;0,22;36;2,41;2,41;27;1,81;1,81;;;;;;;;;;;;;;;;;;;;;;;;
318;Bezirk Neunkirchen                      ;66.563;81,60;1.160;53.154;17.674;33,25;-8,34;22.875;43,04;-1,29;5.878;11,06;4,14;3.617;6,80;0,72;400;0,75;0,28;1.213;2,28;2,28;1.497;2,82;2,82;;;;;;;;;;;;;;;;;;;;;;;;
31801;Altendorf                               ;245;83,27;6;198;117;59,09;-6,49;46;23,23;-0,96;19;9,60;3,09;10;5,05;2,72;0;0,00;-0,47;4;2,02;2,02;2;1,01;1,01;;;;;;;;;;;;;;;;;;;;;;;;
31802;Aspang-Markt                            ;1.532;83,09;30;1.243;535;43,04;-11,04;451;36,28;1,39;119;9,57;3,20;63;5,07;0,95;7;0,56;0,40;41;3,30;3,30;27;2,17;2,17;;;;;;;;;;;;;;;;;;;;;;;;
31803;Aspangberg - St. Peter                  ;1.548;82,30;29;1.245;660;53,01;-7,44;354;28,43;-0,37;105;8,43;1,98;59;4,74;0,82;11;0,88;0,80;32;2,57;2,57;24;1,93;1,93;;;;;;;;;;;;;;;;;;;;;;;;
31804;Breitenau                               ;1.050;84,10;17;866;221;25,52;-6,83;456;52,66;-5,78;90;10,39;6,49;46;5,31;0,71;4;0,46;0,11;24;2,77;2,77;25;2,89;2,89;;;;;;;;;;;;;;;;;;;;;;;;
31805;Breitenstein                            ;293;83,96;5;241;92;38,17;-13,07;95;39,42;1,82;25;10,37;3,76;10;4,15;-0,40;2;0,83;0,83;8;3,32;3,32;9;3,73;3,73;;;;;;;;;;;;;;;;;;;;;;;;
31806;Buchbach                                ;277;86,64;2;238;82;34,45;-6,04;123;51,68;2,29;13;5,46;2,22;15;6,30;0,23;0;0,00;-0,40;2;0,84;0,84;3;1,26;1,26;;;;;;;;;;;;;;;;;;;;;;;;
31807;Edlitz                                  ;756;83,73;15;618;319;51,62;-8,86;171;27,67;-2,25;45;7,28;2,48;55;8,90;4,74;2;0,32;0,16;9;1,46;1,46;17;2,75;2,75;;;;;;;;;;;;;;;;;;;;;;;;
31808;Enzenreith                              ;1.563;82,98;35;1.262;321;25,44;-13,81;592;46,91;2,32;183;14,50;6,23;92;7,29;0,52;12;0,95;0,65;22;1,74;1,74;40;3,17;3,17;;;;;;;;;;;;;;;;;;;;;;;;
31809;Feistritz am Wechsel                    ;873;83,96;19;714;394;55,18;-6,64;173;24,23;-0,74;89;12,46;4,32;28;3,92;-0,09;8;1,12;1,12;11;1,54;1,54;11;1,54;1,54;;;;;;;;;;;;;;;;;;;;;;;;
31810;Gloggnitz                               ;4.610;79,05;88;3.556;973;27,36;-7,62;1.685;47,38;-2,50;443;12,46;4,34;243;6,83;0,93;26;0,73;0,28;86;2,42;2,42;100;2,81;2,81;;;;;;;;;;;;;;;;;;;;;;;;
31811;Grafenbach - St. Valentin               ;1.732;84,76;25;1.443;380;26,33;-9,27;715;49,55;-1,56;188;13,03;5,95;84;5,82;0,36;16;1,11;0,77;34;2,36;2,36;26;1,80;1,80;;;;;;;;;;;;;;;;;;;;;;;;
31812;Grimmenstein                            ;1.084;89,94;20;955;431;45,13;-4,87;354;37,07;-1,76;87;9,11;3,78;40;4,19;-0,32;3;0,31;-0,61;17;1,78;1,78;23;2,41;2,41;;;;;;;;;;;;;;;;;;;;;;;;
31813;Grünbach am Schneeberg                  ;1.346;78,23;18;1.035;241;23,29;-7,30;532;51,40;-4,50;93;8,99;3,70;80;7,73;1,31;17;1,64;0,70;24;2,32;2,32;48;4,64;4,64;;;;;;;;;;;;;;;;;;;;;;;;
31814;Kirchberg am Wechsel                    ;1.842;84,74;36;1.525;837;54,89;-11,09;287;18,82;-0,05;249;16,33;6,36;85;5,57;1,32;13;0,85;0,32;27;1,77;1,77;27;1,77;1,77;;;;;;;;;;;;;;;;;;;;;;;;
31815;Mönichkirchen                           ;507;80,28;5;402;228;56,72;-9,49;114;28,36;5,83;32;7,96;0,60;11;2,74;-0,25;1;0,25;0,02;8;1,99;1,99;8;1,99;1,99;;;;;;;;;;;;;;;;;;;;;;;;
31817;Natschbach - Loipersbach                ;1.243;83,51;25;1.013;436;43,04;-11,97;304;30,01;-2,41;131;12,93;7,63;76;7,50;0,92;3;0,30;0,10;31;3,06;3,06;32;3,16;3,16;;;;;;;;;;;;;;;;;;;;;;;;
31818;Neunkirchen                             ;8.671;77,97;122;6.639;1.474;22,20;-10,01;3.220;48,50;-1,56;908;13,68;5,77;643;9,69;1,11;49;0,74;0,27;180;2,71;2,71;165;2,49;2,49;;;;;;;;;;;;;;;;;;;;;;;;
31820;Otterthal                               ;446;80,49;10;349;166;47,56;-4,21;118;33,81;-5,70;41;11,75;5,21;11;3,15;0,97;2;0,57;0,57;7;2,01;2,01;4;1,15;1,15;;;;;;;;;;;;;;;;;;;;;;;;
31821;Payerbach                               ;1.826;80,07;33;1.429;417;29,18;-9,42;681;47,66;1,48;115;8,05;-0,12;113;7,91;1,93;15;1,05;0,65;36;2,52;2,52;52;3,64;3,64;;;;;;;;;;;;;;;;;;;;;;;;
31823;Pitten                                  ;1.881;82,35;30;1.519;520;34,23;-9,04;619;40,75;-1,26;176;11,59;4,65;119;7,83;1,01;16;1,05;0,75;26;1,71;1,71;43;2,83;2,83;;;;;;;;;;;;;;;;;;;;;;;;
31825;Prigglitz                               ;384;83,07;10;309;145;46,93;-3,54;100;32,36;-4,23;29;9,39;3,71;22;7,12;0,50;1;0,32;0,32;6;1,94;1,94;6;1,94;1,94;;;;;;;;;;;;;;;;;;;;;;;;
31826;Puchberg am Schneeberg                  ;2.209;84,02;39;1.817;633;34,84;-6,65;829;45,62;-2,65;152;8,37;3,48;105;5,78;1,40;12;0,66;0,15;30;1,65;1,65;56;3,08;3,08;;;;;;;;;;;;;;;;;;;;;;;;
31827;Raach am Hochgebirge                    ;245;85,31;5;204;131;64,22;-2,29;50;24,51;-2,76;13;6,37;2,54;6;2,94;1,50;3;1,47;1,47;0;0,00;0,00;1;0,49;0,49;;;;;;;;;;;;;;;;;;;;;;;;
31829;Reichenau an der Rax                    ;2.218;82,01;26;1.793;626;34,91;-9,40;688;38,37;-2,07;210;11,71;3,53;137;7,64;1,37;16;0,89;0,52;55;3,07;3,07;61;3,40;3,40;;;;;;;;;;;;;;;;;;;;;;;;
31830;St. Corona am Wechsel                   ;291;83,85;2;242;192;79,34;-6,26;11;4,55;0,85;31;12,81;4,58;2;0,83;-1,64;0;0,00;0,00;2;0,83;0,83;4;1,65;1,65;;;;;;;;;;;;;;;;;;;;;;;;
31831;St. Egyden am Steinfeld                 ;1.384;81,50;23;1.105;410;37,10;-8,90;431;39,00;-1,09;105;9,50;0,72;70;6,33;1,98;9;0,81;0,72;29;2,62;2,62;51;4,62;4,62;;;;;;;;;;;;;;;;;;;;;;;;
31832;Scheiblingkirchen - Thernberg           ;1.488;83,60;31;1.213;635;52,35;-10,18;327;26,96;0,69;104;8,57;3,74;89;7,34;2,10;5;0,41;0,09;21;1,73;1,73;32;2,64;2,64;;;;;;;;;;;;;;;;;;;;;;;;
31833;Schottwien                              ;546;80,40;12;427;188;44,03;-8,87;118;27,63;-3,69;72;16,86;9,44;23;5,39;-1,11;2;0,47;-0,46;10;2,34;2,34;14;3,28;3,28;;;;;;;;;;;;;;;;;;;;;;;;
31834;Schrattenbach                           ;314;77,71;6;238;121;50,84;-8,34;56;23,53;-3,82;32;13,45;4,47;12;5,04;2,18;2;0,84;0,02;6;2,52;2,52;9;3,78;3,78;;;;;;;;;;;;;;;;;;;;;;;;
31835;Schwarzau am Steinfeld                  ;1.374;80,86;22;1.089;323;29,66;-10,78;526;48,30;0,39;102;9,37;3,27;75;6,89;1,97;9;0,83;0,56;21;1,93;1,93;33;3,03;3,03;;;;;;;;;;;;;;;;;;;;;;;;
31836;Schwarzau im Gebirge                    ;574;80,66;11;452;153;33,85;-3,38;236;52,21;-1,26;21;4,65;-2,08;15;3,32;1,14;1;0,22;-0,18;9;1,99;1,99;17;3,76;3,76;;;;;;;;;;;;;;;;;;;;;;;;
31837;Seebenstein                             ;1.018;84,58;31;830;273;32,89;-8,10;371;44,70;-2,46;100;12,05;4,55;43;5,18;1,55;6;0,72;0,48;15;1,81;1,81;22;2,65;2,65;;;;;;;;;;;;;;;;;;;;;;;;
31838;Semmering                               ;513;76,22;8;383;144;37,60;-9,90;155;40,47;0,47;41;10,70;3,20;14;3,66;-0,34;2;0,52;0,02;15;3,92;3,92;12;3,13;3,13;;;;;;;;;;;;;;;;;;;;;;;;
31839;Ternitz                                 ;11.515;79,82;186;9.005;1.522;16,90;-7,36;5.236;58,15;-1,42;1.018;11,30;4,51;659;7,32;-0,58;77;0,86;0,08;211;2,34;2,34;282;3,13;3,13;;;;;;;;;;;;;;;;;;;;;;;;
31840;Thomasberg                              ;984;83,64;24;799;442;55,32;-7,58;224;28,04;1,76;66;8,26;1,57;26;3,25;0,09;3;0,38;0,02;24;3,00;3,00;14;1,75;1,75;;;;;;;;;;;;;;;;;;;;;;;;
31841;Trattenbach                             ;471;84,29;11;386;233;60,36;-5,96;69;17,88;-3,27;52;13,47;3,81;13;3,37;1,02;1;0,26;0,26;10;2,59;2,59;8;2,07;2,07;;;;;;;;;;;;;;;;;;;;;;;;
31842;Bürg-Vöstenhof                          ;133;87,22;6;110;52;47,27;-7,57;40;36,36;0,88;9;8,18;1,73;3;2,73;-0,50;0;0,00;0,00;0;0,00;0,00;6;5,45;5,45;;;;;;;;;;;;;;;;;;;;;;;;
31843;Warth                                   ;1.265;88,30;29;1.088;575;52,85;-5,93;301;27,67;-1,13;89;8,18;2,51;67;6,16;0,40;4;0,37;-0,26;23;2,11;2,11;29;2,67;2,67;;;;;;;;;;;;;;;;;;;;;;;;
31844;Wartmannstetten                         ;1.284;88,08;26;1.105;558;50,50;-9,70;315;28,51;-0,01;108;9,77;4,63;76;6,88;1,46;2;0,18;0,00;25;2,26;2,26;21;1,90;1,90;;;;;;;;;;;;;;;;;;;;;;;;
31845;Willendorf                              ;663;78,28;11;508;187;36,81;-5,68;191;37,60;-4,89;46;9,06;3,31;50;9,84;1,49;6;1,18;0,81;7;1,38;1,38;21;4,13;4,13;;;;;;;;;;;;;;;;;;;;;;;;
